fecha,producto,categoria,unidades_vendidas,clima,evento_especial,promocion,precio_unitario,total_ventas,mes,estacion
2023-03-20,Producto C,Categoria 2,359,Soleado,Semana Santa,Sin promoción,22,7898,3,Primavera
2023-03-20,Producto D,Categoria 2,581,Nublado,Semana Santa,Descuento,18,10458,3,Primavera
2023-03-20,Producto E,Categoria 2,215,Nevado,Lunes de Pascua,Descuento,18,3870,3,Primavera
2023-03-21,Producto A,Categoria 1,393,Soleado,Lunes de Pascua,Descuento,10,3930,3,Primavera
2023-03-21,Producto B,Categoria 1,358,Nublado,Lunes de Pascua,Descuento,18,6444,3,Primavera
2023-03-21,Producto C,Categoria 2,91,Nublado,Lunes de Pascua,Descuento,18,1638,3,Primavera
2023-03-21,Producto D,Categoria 3,373,Soleado,Lunes de Pascua,Sin promoción,11,4103,3,Primavera
2023-03-21,Producto E,Categoria 1,352,Nublado,Semana Santa,Sin promoción,21,7392,3,Primavera
2023-03-22,Producto A,Categoria 1,751,Lluvia,Black Friday,Descuento,35,26285,3,Primavera
2023-03-22,Producto B,Categoria 1,468,Nublado,Navidad,Sin promoción,19,8892,3,Primavera
2023-03-22,Producto C,Categoria 2,464,Soleado,Ninguno,Sin promoción,32,14848,3,Primavera
2023-03-22,Producto D,Categoria 3,349,Soleado,Semana Santa,Sin promoción,36,12564,3,Primavera
2023-03-22,Producto E,Categoria 2,679,Soleado,Semana Santa,Descuento,49,33271,3,Primavera
2023-03-23,Producto A,Categoria 3,726,Nevado,Black Friday,Descuento,34,24684,3,Primavera
2023-03-23,Producto B,Categoria 3,881,Soleado,Black Friday,Sin promoción,48,42288,3,Primavera
2023-03-23,Producto C,Categoria 3,380,Soleado,Lunes de Pascua,Sin promoción,44,16720,3,Primavera
2023-03-23,Producto D,Categoria 3,137,Lluvia,Ninguno,Sin promoción,10,1370,3,Primavera
2023-03-23,Producto E,Categoria 3,92,Nublado,Ninguno,Sin promoción,44,4048,3,Primavera
2023-03-24,Producto A,Categoria 1,518,Lluvia,Navidad,Descuento,23,11914,3,Primavera
2023-03-24,Producto B,Categoria 1,126,Nevado,Lunes de Pascua,Descuento,45,5670,3,Primavera
2023-03-24,Producto C,Categoria 2,576,Soleado,Semana Santa,Sin promoción,42,24192,3,Primavera
2023-03-24,Producto D,Categoria 2,176,Lluvia,Lunes de Pascua,Descuento,42,7392,3,Primavera
2023-03-24,Producto E,Categoria 1,256,Soleado,Semana Santa,Sin promoción,22,5632,3,Primavera
2023-03-25,Producto A,Categoria 1,704,Lluvia,Navidad,Descuento,22,15488,3,Primavera
2023-03-25,Producto B,Categoria 3,373,Lluvia,Black Friday,Descuento,39,14547,3,Primavera
2023-03-25,Producto C,Categoria 2,1079,Lluvia,Navidad,Descuento,28,30212,3,Primavera
2023-03-25,Producto D,Categoria 1,308,Nublado,Semana Santa,Sin promoción,42,12936,3,Primavera
2023-03-25,Producto E,Categoria 3,455,Lluvia,Ninguno,Sin promoción,36,16380,3,Primavera
2023-03-26,Producto A,Categoria 3,357,Nevado,Black Friday,Sin promoción,8,2856,3,Primavera
2023-03-26,Producto B,Categoria 1,388,Lluvia,Lunes de Pascua,Descuento,34,13192,3,Primavera
2023-03-26,Producto C,Categoria 2,706,Nublado,Black Friday,Descuento,19,13414,3,Primavera
2023-03-26,Producto D,Categoria 3,601,Nublado,Black Friday,Descuento,11,6611,3,Primavera
2023-03-26,Producto E,Categoria 2,397,Nublado,Black Friday,Descuento,6,2382,3,Primavera
2023-03-27,Producto A,Categoria 1,229,Nublado,Semana Santa,Sin promoción,15,3435,3,Primavera
2023-03-27,Producto B,Categoria 3,68,Soleado,Ninguno,Sin promoción,13,884,3,Primavera
2023-03-27,Producto C,Categoria 1,903,Nevado,Navidad,Descuento,26,23478,3,Primavera
2023-03-27,Producto D,Categoria 3,397,Lluvia,Lunes de Pascua,Descuento,30,11910,3,Primavera
2023-03-27,Producto E,Categoria 3,425,Soleado,Black Friday,Descuento,32,13600,3,Primavera
2023-03-28,Producto A,Categoria 1,979,Lluvia,Navidad,Sin promoción,16,15664,3,Primavera
2023-03-28,Producto B,Categoria 3,788,Soleado,Navidad,Sin promoción,6,4728,3,Primavera
2023-03-28,Producto C,Categoria 1,315,Nevado,Semana Santa,Descuento,13,4095,3,Primavera
2023-03-28,Producto D,Categoria 1,159,Nublado,Ninguno,Sin promoción,38,6042,3,Primavera
2023-03-28,Producto E,Categoria 3,534,Nublado,Semana Santa,Descuento,26,13884,3,Primavera
2023-03-29,Producto A,Categoria 2,319,Lluvia,Semana Santa,Sin promoción,25,7975,3,Primavera
2023-03-29,Producto B,Categoria 1,335,Nublado,Semana Santa,Sin promoción,40,13400,3,Primavera
2023-03-29,Producto C,Categoria 1,465,Nublado,Lunes de Pascua,Descuento,17,7905,3,Primavera
2023-03-29,Producto D,Categoria 1,216,Lluvia,Lunes de Pascua,Sin promoción,20,4320,3,Primavera
2023-03-29,Producto E,Categoria 1,303,Nevado,Lunes de Pascua,Descuento,48,14544,3,Primavera
2023-03-30,Producto A,Categoria 1,315,Nevado,Ninguno,Descuento,47,14805,3,Primavera
2023-03-30,Producto B,Categoria 3,80,Nublado,Ninguno,Descuento,19,1520,3,Primavera
2023-03-30,Producto C,Categoria 3,803,Soleado,Navidad,Sin promoción,5,4015,3,Primavera
2023-03-30,Producto D,Categoria 2,740,Nublado,Black Friday,Descuento,21,15540,3,Primavera
2023-03-30,Producto E,Categoria 3,841,Lluvia,Navidad,Sin promoción,31,26071,3,Primavera
2023-03-31,Producto A,Categoria 2,418,Soleado,Lunes de Pascua,Descuento,16,6688,3,Primavera
2023-03-31,Producto B,Categoria 2,218,Nublado,Semana Santa,Descuento,21,4578,3,Primavera
2023-03-31,Producto C,Categoria 3,693,Nublado,Black Friday,Sin promoción,13,9009,3,Primavera
2023-03-31,Producto D,Categoria 3,497,Nublado,Black Friday,Descuento,33,16401,3,Primavera
2023-03-31,Producto E,Categoria 1,642,Lluvia,Navidad,Descuento,8,5136,3,Primavera
2023-04-01,Producto A,Categoria 1,473,Nublado,Black Friday,Descuento,21,9933,4,Primavera
2023-04-01,Producto B,Categoria 2,688,Nublado,Navidad,Sin promoción,44,30272,4,Primavera
2023-04-01,Producto C,Categoria 1,83,Nevado,Lunes de Pascua,Descuento,16,1328,4,Primavera
2023-04-01,Producto D,Categoria 2,74,Nublado,Ninguno,Sin promoción,17,1258,4,Primavera
2023-04-01,Producto E,Categoria 1,57,Nevado,Ninguno,Sin promoción,40,2280,4,Primavera
2023-04-02,Producto A,Categoria 3,273,Nublado,Lunes de Pascua,Sin promoción,36,9828,4,Primavera
2023-04-02,Producto B,Categoria 1,782,Lluvia,Black Friday,Descuento,19,14858,4,Primavera
2023-04-02,Producto C,Categoria 3,206,Nublado,Semana Santa,Sin promoción,46,9476,4,Primavera
2023-04-02,Producto D,Categoria 3,657,Lluvia,Black Friday,Sin promoción,35,22995,4,Primavera
2023-04-02,Producto E,Categoria 2,469,Nublado,Lunes de Pascua,Descuento,39,18291,4,Primavera
2023-04-03,Producto A,Categoria 3,751,Lluvia,Navidad,Sin promoción,22,16522,4,Primavera
2023-04-03,Producto B,Categoria 1,549,Soleado,Navidad,Descuento,40,21960,4,Primavera
2023-04-03,Producto C,Categoria 1,579,Nevado,Black Friday,Sin promoción,46,26634,4,Primavera
2023-04-03,Producto D,Categoria 2,398,Lluvia,Navidad,Sin promoción,44,17512,4,Primavera
2023-04-03,Producto E,Categoria 1,101,Nevado,Lunes de Pascua,Descuento,21,2121,4,Primavera
2023-04-04,Producto A,Categoria 1,584,Nublado,Black Friday,Sin promoción,11,6424,4,Primavera
2023-04-04,Producto B,Categoria 3,410,Lluvia,Semana Santa,Sin promoción,17,6970,4,Primavera
2023-04-04,Producto C,Categoria 2,666,Nevado,Navidad,Descuento,8,5328,4,Primavera
2023-04-04,Producto D,Categoria 2,381,Lluvia,Black Friday,Descuento,19,7239,4,Primavera
2023-04-04,Producto E,Categoria 1,738,Lluvia,Navidad,Descuento,41,30258,4,Primavera
2023-04-05,Producto A,Categoria 3,178,Soleado,Ninguno,Sin promoción,34,6052,4,Primavera
2023-04-05,Producto B,Categoria 2,419,Soleado,Black Friday,Descuento,32,13408,4,Primavera
2023-04-05,Producto C,Categoria 2,353,Soleado,Lunes de Pascua,Descuento,32,11296,4,Primavera
2023-04-05,Producto D,Categoria 1,643,Lluvia,Navidad,Sin promoción,22,14146,4,Primavera
2023-04-05,Producto E,Categoria 3,212,Nevado,Lunes de Pascua,Descuento,41,8692,4,Primavera
2023-04-06,Producto A,Categoria 2,675,Soleado,Black Friday,Descuento,28,18900,4,Primavera
2023-04-06,Producto B,Categoria 3,444,Lluvia,Lunes de Pascua,Sin promoción,36,15984,4,Primavera
2023-04-06,Producto C,Categoria 1,360,Nevado,Navidad,Sin promoción,34,12240,4,Primavera
2023-04-06,Producto D,Categoria 2,483,Soleado,Lunes de Pascua,Sin promoción,18,8694,4,Primavera
2023-04-06,Producto E,Categoria 1,190,Nublado,Semana Santa,Sin promoción,19,3610,4,Primavera
2023-04-07,Producto A,Categoria 3,677,Soleado,Navidad,Descuento,35,23695,4,Primavera
2023-04-07,Producto B,Categoria 3,580,Lluvia,Semana Santa,Descuento,49,28420,4,Primavera
2023-04-07,Producto C,Categoria 2,380,Nublado,Lunes de Pascua,Descuento,27,10260,4,Primavera
2023-04-07,Producto D,Categoria 2,670,Soleado,Navidad,Descuento,32,21440,4,Primavera
2023-04-07,Producto E,Categoria 3,367,Nublado,Lunes de Pascua,Sin promoción,37,13579,4,Primavera
2023-04-08,Producto A,Categoria 1,611,Soleado,Black Friday,Descuento,19,11609,4,Primavera
2023-04-08,Producto B,Categoria 2,803,Nublado,Black Friday,Descuento,6,4818,4,Primavera
2023-04-08,Producto C,Categoria 1,738,Nevado,Navidad,Descuento,14,10332,4,Primavera
2023-04-08,Producto D,Categoria 1,560,Soleado,Semana Santa,Descuento,44,24640,4,Primavera
2023-04-08,Producto E,Categoria 3,442,Nevado,Black Friday,Sin promoción,44,19448,4,Primavera
2023-04-09,Producto A,Categoria 1,798,Nevado,Black Friday,Sin promoción,33,26334,4,Primavera
2023-04-09,Producto B,Categoria 3,619,Soleado,Navidad,Sin promoción,45,27855,4,Primavera
2023-04-09,Producto C,Categoria 2,842,Lluvia,Black Friday,Sin promoción,13,10946,4,Primavera
2023-04-09,Producto D,Categoria 3,716,Lluvia,Semana Santa,Sin promoción,12,8592,4,Primavera
2023-04-09,Producto E,Categoria 3,188,Lluvia,Ninguno,Descuento,39,7332,4,Primavera
2023-04-10,Producto A,Categoria 2,244,Lluvia,Semana Santa,Sin promoción,32,7808,4,Primavera
2023-04-10,Producto B,Categoria 3,287,Soleado,Navidad,Sin promoción,5,1435,4,Primavera
2023-04-10,Producto C,Categoria 3,368,Nublado,Ninguno,Descuento,43,15824,4,Primavera
2023-04-10,Producto D,Categoria 2,690,Soleado,Black Friday,Sin promoción,7,4830,4,Primavera
2023-04-10,Producto E,Categoria 1,655,Lluvia,Semana Santa,Sin promoción,35,22925,4,Primavera
2023-04-11,Producto A,Categoria 2,669,Lluvia,Navidad,Sin promoción,28,18732,4,Primavera
2023-04-11,Producto B,Categoria 3,125,Lluvia,Ninguno,Sin promoción,40,5000,4,Primavera
2023-04-11,Producto C,Categoria 1,566,Soleado,Semana Santa,Descuento,30,16980,4,Primavera
2023-04-11,Producto D,Categoria 3,549,Lluvia,Black Friday,Sin promoción,22,12078,4,Primavera
2023-04-11,Producto E,Categoria 3,482,Nublado,Navidad,Descuento,22,10604,4,Primavera
2023-04-12,Producto A,Categoria 3,887,Lluvia,Black Friday,Descuento,23,20401,4,Primavera
2023-04-12,Producto B,Categoria 3,251,Soleado,Lunes de Pascua,Sin promoción,49,12299,4,Primavera
2023-04-12,Producto C,Categoria 1,155,Soleado,Ninguno,Descuento,44,6820,4,Primavera
2023-04-12,Producto D,Categoria 1,715,Nublado,Navidad,Sin promoción,29,20735,4,Primavera
2023-04-12,Producto E,Categoria 3,575,Soleado,Black Friday,Descuento,5,2875,4,Primavera
2023-04-13,Producto A,Categoria 1,295,Nublado,Navidad,Descuento,45,13275,4,Primavera
2023-04-13,Producto B,Categoria 3,180,Soleado,Lunes de Pascua,Sin promoción,27,4860,4,Primavera
2023-04-13,Producto C,Categoria 3,714,Soleado,Black Friday,Sin promoción,35,24990,4,Primavera
2023-04-13,Producto D,Categoria 2,556,Nevado,Navidad,Descuento,33,18348,4,Primavera
2023-04-13,Producto E,Categoria 1,140,Soleado,Ninguno,Sin promoción,35,4900,4,Primavera
2023-04-14,Producto A,Categoria 2,507,Nublado,Black Friday,Sin promoción,42,21294,4,Primavera
2023-04-14,Producto B,Categoria 3,278,Nublado,Semana Santa,Sin promoción,46,12788,4,Primavera
2023-04-14,Producto C,Categoria 3,379,Nevado,Lunes de Pascua,Descuento,47,17813,4,Primavera
2023-04-14,Producto D,Categoria 2,175,Nublado,Lunes de Pascua,Sin promoción,19,3325,4,Primavera
2023-04-14,Producto E,Categoria 1,875,Lluvia,Navidad,Descuento,39,34125,4,Primavera
2023-04-15,Producto A,Categoria 2,963,Nublado,Navidad,Descuento,17,16371,4,Primavera
2023-04-15,Producto B,Categoria 1,866,Soleado,Navidad,Descuento,16,13856,4,Primavera
2023-04-15,Producto C,Categoria 3,554,Lluvia,Ninguno,Descuento,30,16620,4,Primavera
2023-04-15,Producto D,Categoria 1,644,Lluvia,Navidad,Sin promoción,34,21896,4,Primavera
2023-04-15,Producto E,Categoria 3,667,Lluvia,Semana Santa,Descuento,10,6670,4,Primavera
2023-04-16,Producto A,Categoria 3,273,Nublado,Ninguno,Descuento,34,9282,4,Primavera
2023-04-16,Producto B,Categoria 1,128,Nublado,Lunes de Pascua,Descuento,47,6016,4,Primavera
2023-04-16,Producto C,Categoria 1,99,Soleado,Lunes de Pascua,Sin promoción,16,1584,4,Primavera
2023-04-16,Producto D,Categoria 2,579,Nublado,Navidad,Sin promoción,43,24897,4,Primavera
2023-04-16,Producto E,Categoria 1,330,Nublado,Lunes de Pascua,Descuento,34,11220,4,Primavera
2023-04-17,Producto A,Categoria 1,297,Soleado,Ninguno,Descuento,35,10395,4,Primavera
2023-04-17,Producto B,Categoria 3,506,Soleado,Semana Santa,Sin promoción,37,18722,4,Primavera
2023-04-17,Producto C,Categoria 1,387,Soleado,Ninguno,Descuento,40,15480,4,Primavera
2023-04-17,Producto D,Categoria 2,500,Nevado,Black Friday,Sin promoción,44,22000,4,Primavera
2023-04-17,Producto E,Categoria 2,885,Soleado,Navidad,Sin promoción,15,13275,4,Primavera
2023-04-18,Producto A,Categoria 1,696,Soleado,Navidad,Sin promoción,27,18792,4,Primavera
2023-04-18,Producto B,Categoria 1,859,Nevado,Navidad,Descuento,36,30924,4,Primavera
2023-04-18,Producto C,Categoria 2,406,Lluvia,Navidad,Descuento,22,8932,4,Primavera
2023-04-18,Producto D,Categoria 3,376,Soleado,Lunes de Pascua,Descuento,17,6392,4,Primavera
2023-04-18,Producto E,Categoria 3,701,Soleado,Navidad,Descuento,36,25236,4,Primavera
2023-04-19,Producto A,Categoria 2,666,Nevado,Navidad,Descuento,39,25974,4,Primavera
2023-04-19,Producto B,Categoria 3,500,Lluvia,Ninguno,Sin promoción,42,21000,4,Primavera
2023-04-19,Producto C,Categoria 2,67,Soleado,Lunes de Pascua,Descuento,7,469,4,Primavera
2023-04-19,Producto D,Categoria 3,135,Nublado,Ninguno,Descuento,10,1350,4,Primavera
2023-04-19,Producto E,Categoria 2,488,Soleado,Navidad,Descuento,45,21960,4,Primavera
2023-04-20,Producto A,Categoria 3,940,Nublado,Navidad,Descuento,35,32900,4,Primavera
2023-04-20,Producto B,Categoria 1,496,Soleado,Lunes de Pascua,Descuento,35,17360,4,Primavera
2023-04-20,Producto C,Categoria 3,601,Lluvia,Navidad,Sin promoción,31,18631,4,Primavera
2023-04-20,Producto D,Categoria 2,379,Nublado,Lunes de Pascua,Sin promoción,33,12507,4,Primavera
2023-04-20,Producto E,Categoria 2,561,Soleado,Black Friday,Descuento,12,6732,4,Primavera
2023-04-21,Producto A,Categoria 3,626,Nublado,Semana Santa,Descuento,35,21910,4,Primavera
2023-04-21,Producto B,Categoria 1,797,Soleado,Navidad,Sin promoción,28,22316,4,Primavera
2023-04-21,Producto C,Categoria 3,99,Soleado,Lunes de Pascua,Sin promoción,21,2079,4,Primavera
2023-04-21,Producto D,Categoria 1,193,Lluvia,Lunes de Pascua,Descuento,49,9457,4,Primavera
2023-04-21,Producto E,Categoria 3,847,Nevado,Navidad,Descuento,37,31339,4,Primavera
2023-04-22,Producto A,Categoria 3,450,Nublado,Navidad,Sin promoción,11,4950,4,Primavera
2023-04-22,Producto B,Categoria 3,885,Nublado,Navidad,Sin promoción,49,43365,4,Primavera
2023-04-22,Producto C,Categoria 3,600,Nevado,Semana Santa,Descuento,33,19800,4,Primavera
2023-04-22,Producto D,Categoria 1,387,Nublado,Semana Santa,Sin promoción,27,10449,4,Primavera
2023-04-22,Producto E,Categoria 2,518,Lluvia,Semana Santa,Sin promoción,42,21756,4,Primavera
2023-04-23,Producto A,Categoria 2,519,Nublado,Semana Santa,Descuento,21,10899,4,Primavera
2023-04-23,Producto B,Categoria 2,713,Nublado,Navidad,Descuento,19,13547,4,Primavera
2023-04-23,Producto C,Categoria 1,508,Soleado,Ninguno,Descuento,31,15748,4,Primavera
2023-04-23,Producto D,Categoria 3,525,Nublado,Semana Santa,Descuento,12,6300,4,Primavera
2023-04-23,Producto E,Categoria 1,398,Nevado,Navidad,Descuento,31,12338,4,Primavera
2023-04-24,Producto A,Categoria 2,284,Nublado,Semana Santa,Sin promoción,43,12212,4,Primavera
2023-04-24,Producto B,Categoria 3,635,Soleado,Black Friday,Sin promoción,44,27940,4,Primavera
2023-04-24,Producto C,Categoria 2,711,Nublado,Navidad,Sin promoción,28,19908,4,Primavera
2023-04-24,Producto D,Categoria 2,632,Nevado,Black Friday,Descuento,35,22120,4,Primavera
2023-04-24,Producto E,Categoria 2,402,Nevado,Ninguno,Sin promoción,37,14874,4,Primavera
2023-04-25,Producto A,Categoria 2,813,Lluvia,Black Friday,Descuento,48,39024,4,Primavera
2023-04-25,Producto B,Categoria 3,427,Soleado,Semana Santa,Sin promoción,7,2989,4,Primavera
2023-04-25,Producto C,Categoria 3,332,Nevado,Navidad,Sin promoción,15,4980,4,Primavera
2023-04-25,Producto D,Categoria 1,409,Nublado,Navidad,Descuento,14,5726,4,Primavera
2023-04-25,Producto E,Categoria 2,622,Nevado,Black Friday,Descuento,6,3732,4,Primavera
2023-04-26,Producto A,Categoria 2,398,Lluvia,Lunes de Pascua,Sin promoción,9,3582,4,Primavera
2023-04-26,Producto B,Categoria 2,313,Soleado,Ninguno,Sin promoción,43,13459,4,Primavera
2023-04-26,Producto C,Categoria 3,355,Nevado,Ninguno,Sin promoción,30,10650,4,Primavera
2023-04-26,Producto D,Categoria 3,477,Nevado,Lunes de Pascua,Descuento,30,14310,4,Primavera
2023-04-26,Producto E,Categoria 1,136,Nevado,Ninguno,Descuento,42,5712,4,Primavera
2023-04-27,Producto A,Categoria 2,175,Nevado,Lunes de Pascua,Descuento,10,1750,4,Primavera
2023-04-27,Producto B,Categoria 1,345,Lluvia,Lunes de Pascua,Sin promoción,49,16905,4,Primavera
2023-04-27,Producto C,Categoria 1,587,Lluvia,Semana Santa,Sin promoción,7,4109,4,Primavera
2023-04-27,Producto D,Categoria 3,138,Soleado,Ninguno,Sin promoción,48,6624,4,Primavera
2023-04-27,Producto E,Categoria 3,564,Nublado,Navidad,Descuento,5,2820,4,Primavera
2023-04-28,Producto A,Categoria 2,683,Lluvia,Black Friday,Descuento,46,31418,4,Primavera
2023-04-28,Producto B,Categoria 3,542,Nublado,Black Friday,Sin promoción,36,19512,4,Primavera
2023-04-28,Producto C,Categoria 2,495,Soleado,Ninguno,Sin promoción,45,22275,4,Primavera
2023-04-28,Producto D,Categoria 3,383,Nublado,Ninguno,Sin promoción,20,7660,4,Primavera
2023-04-28,Producto E,Categoria 3,632,Soleado,Semana Santa,Descuento,22,13904,4,Primavera
2023-04-29,Producto A,Categoria 3,710,Soleado,Navidad,Descuento,10,7100,4,Primavera
2023-04-29,Producto B,Categoria 3,331,Lluvia,Semana Santa,Sin promoción,38,12578,4,Primavera
2023-04-29,Producto C,Categoria 3,411,Lluvia,Semana Santa,Sin promoción,27,11097,4,Primavera
2023-04-29,Producto D,Categoria 3,512,Lluvia,Semana Santa,Descuento,26,13312,4,Primavera
2023-04-29,Producto E,Categoria 1,983,Lluvia,Navidad,Sin promoción,22,21626,4,Primavera
2023-04-30,Producto A,Categoria 1,223,Lluvia,Ninguno,Descuento,16,3568,4,Primavera
2023-04-30,Producto B,Categoria 1,117,Nevado,Lunes de Pascua,Sin promoción,31,3627,4,Primavera
2023-04-30,Producto C,Categoria 2,411,Lluvia,Navidad,Sin promoción,5,2055,4,Primavera
2023-04-30,Producto D,Categoria 2,764,Nevado,Navidad,Sin promoción,35,26740,4,Primavera
2023-04-30,Producto E,Categoria 3,366,Nublado,Ninguno,Descuento,43,15738,4,Primavera
2023-05-01,Producto A,Categoria 2,618,Lluvia,Black Friday,Descuento,30,18540,5,Primavera
2023-05-01,Producto B,Categoria 3,397,Nublado,Black Friday,Sin promoción,16,6352,5,Primavera
2023-05-01,Producto C,Categoria 1,389,Soleado,Navidad,Descuento,14,5446,5,Primavera
2023-05-01,Producto D,Categoria 2,556,Nevado,Navidad,Sin promoción,41,22796,5,Primavera
2023-05-01,Producto E,Categoria 1,166,Nevado,Lunes de Pascua,Descuento,39,6474,5,Primavera
2023-05-02,Producto A,Categoria 1,474,Nevado,Lunes de Pascua,Sin promoción,9,4266,5,Primavera
2023-05-02,Producto B,Categoria 1,546,Nevado,Black Friday,Sin promoción,24,13104,5,Primavera
2023-05-02,Producto C,Categoria 3,725,Soleado,Navidad,Sin promoción,7,5075,5,Primavera
2023-05-02,Producto D,Categoria 2,390,Nevado,Ninguno,Descuento,9,3510,5,Primavera
2023-05-02,Producto E,Categoria 2,735,Soleado,Black Friday,Descuento,44,32340,5,Primavera
2023-05-03,Producto A,Categoria 3,50,Nevado,Ninguno,Sin promoción,15,750,5,Primavera
2023-05-03,Producto B,Categoria 3,251,Nublado,Ninguno,Descuento,40,10040,5,Primavera
2023-05-03,Producto C,Categoria 1,512,Nevado,Black Friday,Sin promoción,13,6656,5,Primavera
2023-05-03,Producto D,Categoria 1,246,Soleado,Ninguno,Sin promoción,41,10086,5,Primavera
2023-05-03,Producto E,Categoria 2,713,Lluvia,Black Friday,Descuento,22,15686,5,Primavera
2023-05-04,Producto A,Categoria 3,192,Nublado,Lunes de Pascua,Descuento,7,1344,5,Primavera
2023-05-04,Producto B,Categoria 2,729,Nublado,Navidad,Descuento,37,26973,5,Primavera
2023-05-04,Producto C,Categoria 1,119,Soleado,Ninguno,Sin promoción,29,3451,5,Primavera
2023-05-04,Producto D,Categoria 1,301,Lluvia,Black Friday,Descuento,30,9030,5,Primavera
2023-05-04,Producto E,Categoria 3,308,Soleado,Semana Santa,Sin promoción,5,1540,5,Primavera
2023-05-05,Producto A,Categoria 3,382,Nevado,Ninguno,Descuento,25,9550,5,Primavera
2023-05-05,Producto B,Categoria 3,619,Soleado,Navidad,Sin promoción,36,22284,5,Primavera
2023-05-05,Producto C,Categoria 1,251,Soleado,Semana Santa,Sin promoción,19,4769,5,Primavera
2023-05-05,Producto D,Categoria 3,872,Soleado,Black Friday,Sin promoción,37,32264,5,Primavera
2023-05-05,Producto E,Categoria 2,384,Lluvia,Semana Santa,Sin promoción,16,6144,5,Primavera
2023-05-06,Producto A,Categoria 3,287,Lluvia,Black Friday,Descuento,6,1722,5,Primavera
2023-05-06,Producto B,Categoria 2,656,Nublado,Navidad,Sin promoción,43,28208,5,Primavera
2023-05-06,Producto C,Categoria 3,642,Nublado,Semana Santa,Sin promoción,14,8988,5,Primavera
2023-05-06,Producto D,Categoria 3,868,Nublado,Navidad,Sin promoción,7,6076,5,Primavera
2023-05-06,Producto E,Categoria 3,552,Nevado,Black Friday,Sin promoción,17,9384,5,Primavera
2023-05-07,Producto A,Categoria 2,751,Nevado,Black Friday,Sin promoción,12,9012,5,Primavera
2023-05-07,Producto B,Categoria 3,407,Nublado,Lunes de Pascua,Descuento,47,19129,5,Primavera
2023-05-07,Producto C,Categoria 2,391,Nevado,Lunes de Pascua,Descuento,18,7038,5,Primavera
2023-05-07,Producto D,Categoria 2,304,Nublado,Ninguno,Descuento,27,8208,5,Primavera
2023-05-07,Producto E,Categoria 1,578,Soleado,Semana Santa,Sin promoción,31,17918,5,Primavera
2023-05-08,Producto A,Categoria 1,518,Soleado,Lunes de Pascua,Sin promoción,37,19166,5,Primavera
2023-05-08,Producto B,Categoria 3,346,Soleado,Semana Santa,Descuento,32,11072,5,Primavera
2023-05-08,Producto C,Categoria 2,570,Soleado,Navidad,Descuento,45,25650,5,Primavera
2023-05-08,Producto D,Categoria 1,522,Nublado,Black Friday,Descuento,6,3132,5,Primavera
2023-05-08,Producto E,Categoria 2,512,Soleado,Navidad,Sin promoción,16,8192,5,Primavera
2023-05-09,Producto A,Categoria 3,846,Lluvia,Black Friday,Descuento,22,18612,5,Primavera
2023-05-09,Producto B,Categoria 2,464,Nublado,Lunes de Pascua,Descuento,45,20880,5,Primavera
2023-05-09,Producto C,Categoria 1,481,Nublado,Black Friday,Descuento,9,4329,5,Primavera
2023-05-09,Producto D,Categoria 2,60,Nublado,Lunes de Pascua,Descuento,24,1440,5,Primavera
2023-05-09,Producto E,Categoria 3,296,Soleado,Ninguno,Descuento,49,14504,5,Primavera
2023-05-10,Producto A,Categoria 2,330,Lluvia,Lunes de Pascua,Sin promoción,40,13200,5,Primavera
2023-05-10,Producto B,Categoria 2,259,Nevado,Lunes de Pascua,Sin promoción,23,5957,5,Primavera
2023-05-10,Producto C,Categoria 1,603,Soleado,Semana Santa,Sin promoción,27,16281,5,Primavera
2023-05-10,Producto D,Categoria 1,704,Lluvia,Navidad,Sin promoción,37,26048,5,Primavera
2023-05-10,Producto E,Categoria 3,349,Soleado,Semana Santa,Sin promoción,38,13262,5,Primavera
2023-05-11,Producto A,Categoria 1,623,Nublado,Navidad,Descuento,8,4984,5,Primavera
2023-05-11,Producto B,Categoria 1,513,Soleado,Lunes de Pascua,Sin promoción,7,3591,5,Primavera
2023-05-11,Producto C,Categoria 3,791,Nevado,Black Friday,Sin promoción,28,22148,5,Primavera
2023-05-11,Producto D,Categoria 3,365,Soleado,Lunes de Pascua,Descuento,18,6570,5,Primavera
2023-05-11,Producto E,Categoria 3,474,Nevado,Ninguno,Descuento,8,3792,5,Primavera
2023-05-12,Producto A,Categoria 3,627,Lluvia,Black Friday,Sin promoción,40,25080,5,Primavera
2023-05-12,Producto B,Categoria 3,253,Nevado,Semana Santa,Sin promoción,34,8602,5,Primavera
2023-05-12,Producto C,Categoria 2,848,Lluvia,Navidad,Descuento,15,12720,5,Primavera
2023-05-12,Producto D,Categoria 1,108,Lluvia,Ninguno,Sin promoción,46,4968,5,Primavera
2023-05-12,Producto E,Categoria 3,563,Lluvia,Black Friday,Descuento,6,3378,5,Primavera
2023-05-13,Producto A,Categoria 2,377,Soleado,Semana Santa,Descuento,26,9802,5,Primavera
2023-05-13,Producto B,Categoria 1,470,Lluvia,Navidad,Descuento,7,3290,5,Primavera
2023-05-13,Producto C,Categoria 3,133,Soleado,Ninguno,Sin promoción,30,3990,5,Primavera
2023-05-13,Producto D,Categoria 1,454,Nublado,Semana Santa,Sin promoción,45,20430,5,Primavera
2023-05-13,Producto E,Categoria 1,456,Lluvia,Navidad,Descuento,37,16872,5,Primavera
